@relation letterRecog-weka.filters.unsupervised.attribute.DMI-D2-N-1-F0.25-E-1-I-1-L1.0E-4

@attribute feat1 numeric
@attribute feat2 numeric
@attribute feat3 numeric
@attribute feat4 numeric
@attribute feat5 numeric
@attribute feat6 numeric
@attribute feat7 numeric
@attribute feat8 numeric
@attribute feat9 numeric
@attribute feat10 numeric
@attribute feat11 numeric
@attribute feat12 numeric
@attribute feat13 numeric
@attribute feat14 numeric
@attribute feat15 numeric
@attribute feat16 numeric
@attribute Class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}

@data
0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,I
3,2,4,3,2,6,10,4,6,10,8,5,4,9,3,7,F
7,9.586336,7,5,4,8,4,4,6,8,4,7,4,6,6,10,D
5,6.525504,6,5,4,7,10,8,5,5,8,11,5,9,4,7,O
9,15,8,8,3,7,8,3,9,13,5,6,2,8,5,5,T
8,11,7,8,4,3,11,3,4,10,12,8,3,10,1,7,V
4,8,6,6,4,4,11,2,6,11,10,6,1,10,3,6,F
2,4,3,3,2,7,7,6,3,9,6,8,2,8,2,8,O
2,3,3,2,2,9,6.887371,4,6,10,4,6,2,8,2,9,D
4,6,6,5,4,7,5,5,4,8,4,7,3,7,4,8,Q
4,11,6,8,3,5,2.858196,3,3,5,1,7,3,6,3,7,A
4,9,5,6,3,8,7.305457,5,9,5,6,7,0,8,9,7,S
3,7,4,5,3,9,3.925435,1,7,9,2,10,0,6,2,10,L
4,9,6,7,7,6,6,3,4,6,5,9,8,6,8,8,K
4,9,6,7,4,7,7.133996,3,7,10,5,7,2,7,4,8,S
5,9,5,4,3,12,4.256002,3,5,10,3,7,3,9,4,12,Q
6,7,8,9,7,7,8,4,7,6,7,7,3,10,9,9,J
3,7,5,5,2,6,11,4,4,13,5,2,0,10,3,9,P
2,5,3,4,2,8,7,7,4,9,4,8,2,8,2,8,O
6,9.736941,8,8,7,10,5,5,5,8,5,7,4,7,10,5,Z
2,3,3,2,2,9,6.616067,4,5,9,4,7,2,7,4,10,R
3,5.860632,5,4,2,9,2,1,2,8,2,9,2,6,2,8,A
6,9,5,4,0.857779,6,10,5,3,11,5,5,5,9,4,8,P
5,10,8,8,8,8,11,2,3,6,8,8,8,10,1,8,W
4,6,5,4,3,7,7.061442,5,6,11,6,12,2,10,3,10,G
3,7,5,5,5,7,7,3,6,7,7,10,4,10,7,8,E
6,8,9,6,10,6,7.081656,4,3,7,4,8,14,3,4,7,M
5,11,6,8,6,8,8,7,5,7,5,7,2,8,9,8,S
4,4,4,6,2,4,12,8,2,10,6,4,1,10,4,8,P
4,5,5,5,5,7,9,5,5,7,8,11,5,9,7,9,E
4,7,6,5,4,9,8,2,6,13,5,6,1,10,3,9,P
4,9,6,6,3,4,8,5,1,7,9,8,8,10,0,8,W
4,8.729638,6,7,7,8,8,5,1,7,7,9,8,9,4,9,O
5,10,6,7,5,6,7.146557,6,6,10,7,13,3,9,5,9,G
3,5,5,4,3,7,7.563198,2,9,12,6,8,1,8,5,7,Z
3,6,5,4,2,7,4,5,3,13,9,14,1,6,1,6,J
5,9,7,7,5,9,7,3,6,10,5,7,3,8,3,9,H
5,10.106449,7,8,6,7,8,6,5,8,5,9,4,6,6,12,R
3,7,4,5,5,7,7,4,6,6,6,6,2,8,5,10,B
3,9,5,7,3,8,4,0,9,9,3,11,0,7,3,9,L
6,9.800035,8,8,9,8,6,5,3,8,7,11,10,8,6,5,C
2,6.270231,4,5,4,10,6,2,5,8,5,5,3,8,5,6,I
1,3,3,2,1,8,6.265735,2,9,11,6,9,1,8,5,7,Z
5,7.93994,5,6,2,4,9,8,2,7,4,11,4,8,3,10,K
2,6,2,4,0,0,2,5,6,0,0,7,0,8,0,8,L
2,7,4,5,3,10,6,2,5,8,4,5,3,8,6,7,J
3,4,3,6,1,0,1,5,6,0,0,7,0,8,0,8,L
2,7,3,5,2,4,12,8,2,10,6,4,1,10,3,8,P
1,1,2,2,1,7,7,7,5,6,6,7,2,8,7,9,B
6,6,7,8,3,5,6,7,11,7,5,14,1,9,4,8,C
4,8.55641,5,8,4,8,7,8,7,8,5,7,2,8,9,8,S
1,2,2,3,2,7,7,5,2,8,8,9,2,9,4,9,Q
8,10,8,7,5,2,11,2,7,12,12,7,0,10,1,5,X
6,6,8,6,7,7,10,5,3,7,7,8,6,11,7,8,G
3,6.307569,4,5,4,6,6,7,6,6,7,9,3,9,3,8,H
3,9,4,6,2,5,8,0,8,14,7,8,0,8,1,7,I
5,11,6,8,7,8,7,5,5,10,5,5,3,8,3,8,B
6,8.415036,6,4,4,5,8,3,5,7,4,10,4,7,5,7,R
4,8,6,6,2,9,7.51325,2,8,15,4,8,0,7,0,8,I
4,7,5,6,3,8,5,8,7,7,4,9,3,8,4,8,Q
3,6.294211,4,5,4,7,7,8,5,7,6,7,2,8,7,9,B
4,7.411627,5,5,3,7,5,5,4,14,8,13,1,6,1,6,J
6,6,6,4,4,5,7.663404,5,7,8,6,9,5,9,5,3,V
4,7,5,5,5,6,7,4,4,7,7,10,6,9,3,8,C
3,4,4,3,3,7,7,5,6,7,6,6,2,8,6,9,B
6,10.456344,8,8,5,4,7,2,7,10,9,11,4,7,4,6,K
5,8.691676,8,7,7,8,8,5,7,7,6,7,6,8,4,7,H
4,10,5,7,7,8,8,6,6,7,6,6,6,8,6,10,B
2,3,2,2,2,5,7,4,7,6,6,10,3,8,4,10,K
7,8,10,7,11,8,7,5,5,7,6,7,14,8,7,3,M
3,7,4,5,3,7,12,3,7,7,11,8,2,11,1,8,T
3,4,4,3,2,7,7,5,5,6,5,6,2,7,4,8,R
7,12,7,7,4,11,6,4,6,11,2,6,5,8,4,10,K
4,8,5,6,5,9,6.578908,5,9,7,5,7,1,7,7,8,Z
5,7,7,6,8,5,7.397499,5,4,6,5,9,11,9,4,8,M
4,6,6,6,5,6,7,4,7,6,4,7,3,7,5,6,D
4,7,6,10,9,8,9,4,0,8,7,6,5,11,5,7,P
5,7,7,5,5,7,7.190305,3,6,10,5,8,3,8,3,8,H
3,9,4,6,2,4,8,8,2,7,4,11,4,8,2,10,H
2,3,3,2,1,7,8,2,9,11,6,8,1,8,5,7,Z
2,2,2,3,2,8,7,6,5,8,6,7,2,8,8,8,S
4,8,4,6,4,9,6.592341,5,9,7,5,6,1,7,7,8,Z
2,5,4,4,2,8,8.297681,2,6,13,5,5,1,9,2,8,F
4,6.196564,5,5,4,6,8,8,5,5,6,11,4,9,5,5,U
6,9.961863,8,8,8,8,7,6,5,6,6,9,6,8,7,3,A
2,5,3,4,2,7,7,5,9,6,6,8,2,8,7,8,Z
1,0,2,0,0,7,7.350922,2,10,8,6,8,0,8,6,8,Z
3,5,5,3,2,11,2,2,2,9,2,9,2,6,2,8,A
7,10.338799,8,6,3,9,7,2,4,13,5,8,6,8,0,8,N
2,1,2,1,0,7,10.371993,2,2,7,12,8,1,11,0,8,Y
4,7.545012,5,6,2,6,6,7,10,9,6,14,1,9,4,8,C
2,4,4,3,1,12,3,3,2,10,1,9,1,6,2,9,A
2,3.614426,4,2,2,7,7,2,9,12,6,8,1,8,5,7,Z
5,5,5,4,2,5,11,3,7,12,9,4,1,11,2,4,T
4,9,5,7,4,5,6,6,5,9,7,12,2,8,4,10,G
5,9,6,7,4,7,6.897482,3,7,10,4,6,2,6,5,8,S
3,5,5,4,2,7,7,3,7,11,6,8,1,9,5,7,S
5,8.689793,6,7,5,7,9,9,8,7,5,7,2,8,9,10,B
1,2.76362,3,2,1,6,4,1,7,7,2,9,0,7,2,8,L
2,1,3,2,2,8,7.53732,7,7,7,7,4,2,8,3,6,D
3,4,3,5,1,1,14,5,3,12,9,5,0,8,2,6,F
3,6,4,4,5,7,8,3,4,6,6,8,7,8,6,8,K
4,7,4,5,3,6,7.512491,8,6,7,6,7,2,8,9,10,B
5,8,7,6,5,10,5,3,7,10,4,7,3,7,6,11,B
6,8,8,6,7,9,8,3,7,9,3,8,4,5,4,11,R
3,8,4,6,4,5,4.344954,3,8,3,2,7,1,6,2,5,L
6,11,7,8,5,7,7,8,5,10,6,8,3,8,3,8,O
3,4,3,3,1,5,12,3,6,11,9,4,1,11,2,5,T
6,10.648462,8,8,5,7,5,0,8,9,3,11,2,6,4,7,L
3,8,4,6,4,8,7.454905,6,5,9,6,4,3,8,3,6,D
5,10,6,7,4,7,7,8,5,10,6,9,3,9,4,6,O
4,8.665896,5,8,4,8,7,8,6,8,5,7,2,8,9,8,S
8,10.865924,7,6,6,8,8,4,5,9,5,7,7,5,8,7,B
1,0,2,0,1,7,11.549263,3,0,7,8,8,5,10,0,8,W
2,1,3,3,2,7,7,6,6,6,5,5,2,8,3,7,D
4,8,5,7,6,7,7,5,3,6,7,8,4,8,1,7,U
3,6,4,4,4,6,7.882717,7,3,7,4,8,2,6,5,11,R
4,5,6,4,4,7,7.719172,3,6,10,7,7,5,9,4,8,H
3,8,5,6,5,8,8,6,4,6,6,8,5,7,6,4,A
5,8.649182,7,6,5,9,7,2,5,13,4,6,2,9,3,9,P
6,9,8,7,8,8,8,6,5,8,6,7,7,8,6,12,R
5,11,6,8,4,8,7,12,2,6,9,8,8,6,0,8,M
6,8,6,6,7,7,10,4,3,9,6,6,8,10,4,5,W
3,8,5,5,2,7,3.045248,3,1,7,1,8,3,7,2,8,A
3,2,4,4,3,7,7.267917,5,9,6,6,8,1,8,7,8,Z
2,7,4,5,2,7,11.328441,3,4,7,11,8,2,10,1,8,V
5,7,5,5,4,3,11,2,2,10,8,7,5,11,2,6,W
3,9.826734,5,8,1,9,15,0,6,6,11,8,0,8,0,8,T
4,11,4,8,3,6,7.22991,10,5,7,6,8,3,8,6,11,R
6,12,6,7,3,7,7,3,5,14,7,8,2,9,3,8,S
5,7.202506,7,9,3,7,6,8,9,6,6,10,1,8,6,11,G
2,4,4,2,2,9,6,3,6,11,4,6,2,8,3,8,D
3,7,4,5,3,7,6.907861,6,10,6,5,9,2,8,6,8,E
3,3,4,4,3,8,7.305128,6,2,5,7,10,2,9,5,9,Q
1,3,2,2,1,10,2,2,1,9,2,9,1,6,2,8,A
3,5,4,4,3,7,7,7,7,6,6,5,2,8,3,7,D
6,10,8,8,9,7,7,6,2,7,6,11,7,9,10,7,G
3,9,4,7,4,6,7,7,9,8,8,10,3,8,6,8,E
5,10,5,8,6,7,7.089344,13,1,6,6,8,5,9,0,7,N
4,7,6,6,7,7,8,5,5,7,6,8,6,9,7,8,V
9,15,9,8,5,10,4.960539,4,6,12,2,8,5,6,5,10,D
5,10.886932,7,8,4,9,9,4,2,5,13,8,4,9,1,7,V
2,4.240589,4,3,2,6,4,1,8,8,2,10,0,7,2,8,L
2,3,4,1,2,6,8,1,6,10,6,9,3,8,2,8,K
4,11,6,8,7,8,7.273548,2,8,7,6,8,0,8,9,8,Z
6,10,8,7,7,8,3,8,4,6,6,9,3,8,4,9,Q
3,3,4,5,2,7,7,14,2,5,6,8,5,8,0,8,N
5,5,5,8,4,7,9,10,8,7,5,7,2,8,9,10,B
2,4,3,3,1,6,9.613081,1,6,8,11,8,1,11,2,7,Y
1,0,2,0,1,7,6,9,0,7,8,8,5,6,0,8,M
4,10,6,8,4,7,5,3,1,7,1,8,2,7,2,8,A
6,9,8,7,6,6,6,8,6,6,6,9,6,7,5,11,L
5.990826,8,7,12,5,6,5,6,5,6,11,7,5,10,4,7,Y
0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,I
5,9,8,6,4,11,6,4,5,10,1,4,5,8,1,7,N
3,6,5,4,5,6,7,4,4,7,6,8,4,6,8,13,K
5,10,6,8,5,7,7,8,6,7,6,8,3,7,4,8,O
1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,I
4,7,4,5,3,5,8,5,6,11,9,13,2,9,3,7,C
4,5,6,8,3,6,7.520349,9,8,6,5,6,3,8,4,8,O
2,3,2,1,1,7,7,4,5,6,5,7,2,7,4,8,R
1,6,2,4,1,7,7,1,8,7,6,8,0,8,3,8,I
3,7,5,5,4,8,8,3,7,7,6,8,1,8,10,9,Z
3,3,4,2,1,4,12,3,2,10,11,7,2,11,1,8,V
4,10,3,5,2,9,6,5,4,11,4,10,3,8,8,13,E
3,7,5,5,2,7,10,2,2,7,12,8,1,11,0,8,Y
5,9.683673,7,8,6,7,7,4,5,7,7,8,3,8,8,9,L
5,8,5,6,4,7,9,7,4,10,7,6,4,9,4,8,O
8,10.969105,7,6,6,7,8,3,6,9,5,7,8,4,8,7,B
1,3,2,1,1,10,7,2,4,11,5,9,1,7,0,7,J
2,7,4,4,1,8,11,1,3,6,12,8,1,10,0,8,Y
6,11,6,8,3,4,11.115278,3,4,9,11,7,2,10,1,8,V
2,1,3,2,1,5,10.741604,3,5,11,9,5,1,10,3,6,F
4,9,6,6,5,7,7,2,7,11,7,9,3,8,4,8,E
3,8,4,6,2,7,7.264902,6,9,5,7,10,0,8,9,8,S
8,11,8,8,4,4,9,1,9,10,10,5,2,9,4,3,Y
8,12.991922,8,7,4,11,3,5,5,13,2,11,5,7,4,9,D
2,5,4,4,2,7,7.367735,3,9,6,6,8,2,8,6,8,X
3,7,5,5,2,7,11.593457,3,4,6,12,8,2,10,1,8,V
3,10,4,8,2,7,7,0,8,14,6,8,0,8,1,8,I
2,6,4,4,2,7,7.136104,4,8,6,6,10,3,8,6,8,X
6,9.135235,9,7,5,4,8,2,7,10,10,11,3,8,4,6,K
4,8,4,5,2,7,5,15,1,7,8,8,3,8,0,8,K
1,3,3,2,1,9,6,4,6,10,4,6,2,8,2,8,D
5,10,6,8,4,8,7,5,8,11,3,8,2,7,5,9,S
3,2,4,4,2,6,7.098091,4,8,6,6,11,3,8,6,9,K
1,3,3,2,1,9,4.236157,4,4,13,7,12,1,7,0,7,J
6,10,6,6,3,7,7,2,7,11,6,8,4,9,4,7,X
5,12,4,6,3,6,7.392412,6,3,10,6,9,5,9,5,7,O
3,7,5,5,3,6,12,4,5,13,6,2,0,9,3,8,P
5,9,3,4,1,9.945779,6,5,4,13,3,7,2,8,5,10,I
1,3,3,2,1,11,2.649217,3,2,10,2,9,1,6,2,8,A
4,6,5,4,3,9,7,4,8,11,5,8,2,8,5,9,S
4,10,5,8,3,3,9,6,12,7,5,14,0,8,8,7,E
4,5,5,4,2,4,12,2,3,9,11,7,3,10,1,7,V
4,8,6,6,4,8,7.243319,6,7,10,5,5,3,8,3,8,D
5,9,6,4,4,6,4,2,2,8,4,10,7,3,1,9,M
2,6,4,4,2,9,12,2,3,4,10,9,2,11,1,9,V
4,7,5,5,2,8,7,4,8,11,6,7,2,8,5,8,S
1,0,2,1,0,7,7,11,1,7,6,8,3,8,0,8,H
9,14,7,8,5,7,9,5,5,10,6,10,3,8,7,10,E
4,7,6,5,9,8,5.34522,5,2,7,7,8,10,10,3,8,W
4,7,4,4,2,4,9,8,2,7,4,11,4,8,3,10,K
6,10.696679,8,8,5,8,6,3,9,12,4,9,3,6,8,9,Z
7,11,9,8,11,7,8,6,4,7,6,8,8,10,9,11,M
3,1,4,3,2,7,7,7,7,7,6,5,2,8,3,7,D
2,4,4,3,2,7,3,2,7,8,2,10,0,7,2,8,L
4,7.720123,6,6,5,6,7,2,5,7,7,9,3,9,8,8,X
2,2.828463,4,2,2,8,8,3,5,10,5,6,3,7,5,8,B
1,3,3,2,1,8,6.678982,1,9,11,6,8,1,8,5,7,Z
3,9,4,7,3,7.251088,4,1,8,8,2,10,0,7,2,8,L
0,0,1,1,0,12,4,5,3,12,4,11,0,7,0,8,J
5,6,7,5,4,7,5,4,5,9,5,8,3,6,5,7,O
5,8.027085,5,6,3,4,13,8,2,10,6,3,1,10,4,8,P
3,5,5,7,5,8,12,3,3,5,8,11,3,13,4,9,Q
2,2,2,2,2,8,7,5,3,8,6,8,2,9,2,7,Q
1.620822,2.1641,2,2,1,7,8,6,5,9,7,11,2,10,3,10,C
4,9,6,7,3,5,9,2,6,15,7,8,1,7,1,7,J
2,1,2,1,1,8,6,6,6,6,5,9,1,7,5,10,G
4,9.500311,4,7,3,7,10,2,3,13,5,5,2,8,7,9,J
2,5.424394,4,4,2,7,4,1,8,8,2,10,0,7,2,8,L
2,1,3,1,1,7,7.656602,4,0,7,8,8,7,9,0,8,W
6,9.678035,9,9,7,6,8,2,8,10,7,9,3,8,5,7,E
3,6,4,4,2,4,13,8,1,10,6,3,1,10,4,8,P
4,8,6,6,4,8,8,4,6,9,3,8,3,6,4,11,R
4,6,5,4,2,10,7.289689,2,8,15,4,8,0,8,0,8,J
3,10,5,8,9,9,7.218412,4,4,7,6,6,4,8,7,5,D
1,0,1,0,0,4,6,5,1,7,6,10,2,7,1,10,K
4,11,5,8,3,8,11,1,3,7,12,8,1,11,0,8,Y
2,2.3904,3,3,2,8,7,6,2,5,6,9,2,9,4,9,Q
2,6,4,4,2,7,7.510572,0,8,13,6,8,0,8,1,7,I
3,7,5,5,4,6,7,7,6,7,10,9,3,9,4,8,T
4,11,6,8,8,7,7,3,4,7,6,8,7,10,8,6,R
2,4,3,3,2,8,7,3,5,9,6,7,2,8,4,9,B
4,8,6,6,4,9,11.42425,2,7,6,11,8,1,11,1,8,T
3,7,5,5,4,8,9,8,5,4,7,11,3,7,3,7,U
6,8,8,7,8,7,10,6,2,7,7,8,6,11,7,8,G
3,8.851867,4,7,4,10,6,2,5,9,4,6,3,7,7,8,J
3,10,4,7,1,7,14.324512,0,6,7,11,8,0,8,0,8,T
4,5,5,8,3,7,6.96539,14,2,4,6,8,6,8,0,8,N
5,9.758572,6,8,4,7,7,0,8,13,6,8,0,8,1,8,I
3,4,4,5,4,8,7.102138,7,2,5,7,9,3,8,5,9,Q
3,7,4,5,2,5,11,8,4,7,3,9,3,7,6,11,R
3,4,5,3,2,4,12,3,3,9,11,7,2,11,1,8,V
4,10,5,7,3,5,11.670253,9,4,7,2,9,3,7,6,11,R
3,3,4,4,2,7,7.14262,14,1,7,6,8,3,8,0,8,H
3,2.776986,3,3,2,8,8,7,5,8,5,7,2,8,8,8,S
5,8,6,6,4,10,6,3,8,11,4,6,3,8,3,9,D
4,8.201424,4,7,2,7,7,15,1,7,7,8,3,8,0,8,H
4,7,7,5,4,6,5,2,3,4,2,6,4,6,4,5,A
6,12,5,7,3,10,2,4,4,13,4,12,2,7,6,9,L
3,8,4,5,1,7,7,4,4,7,6,8,3,8,4,8,X
5,7.645093,6,6,2,6,7,7,10,6,6,15,1,8,4,9,C
5,5,6,8,2,7,7,5,4,7,6,8,3,8,4,8,X
3,6,3,4,1,7,5,13,5,7,13,8,3,9,0,8,U
6,9.890622,6,7,6,3,10,2,3,10,10,8,6,11,2,6,W
2,3,3,2,1,7,8,6,6,7,9,8,3,10,1,8,U
1,0.106755,1,1,0,8,7,4,6,5,6,8,0,8,7,8,S
3,7.123082,3,6,1,0,1,6,6,0,0,6,0,8,0,8,L
5,10,5,8,3,7,7,15,2,4,6,8,6,8,0,8,N
6,9,8,6,8,7,7.143259,6,5,7,5,6,4,7,6,8,B
4,8.429015,6,7,7,8,8,5,4,7,6,8,7,7,10,4,V
3,1,4,2,1,7,11,2,7,7,11,8,1,10,1,8,T
5,8.329564,5,6,4,7,9,7,4,10,8,6,4,9,4,9,O
1,4,3,3,1,7,7,2,9,11,6,8,1,8,5,8,Z
5,10,6,8,6,7,6.961952,13,1,6,6,8,5,8,0,8,N
4,9,6,7,4,6,9,6,5,7,7,8,6,9,2,6,N
4,4,5,3,3,4,10.118584,3,2,9,9,8,6,11,1,7,W
6,9.155751,6,9,7,8,5,7,4,8,6,7,6,8,6,9,Q
4,5,5,4,4,7,7,5,6,7,6,6,2,8,6,10,B
4,5.577071,7,4,6,7,7,3,4,7,5,8,6,9,5,7,R
3,3.849157,5,2,2,7,10,3,4,12,4,3,1,9,3,8,P
2,3,4,2,1,9,7,3,7,11,4,8,1,8,4,10,S
4,3.523278,5,2,2,4,11,3,2,10,9,7,6,11,1,7,W
0,0,1,1,0,12,4,5,3,12,4,11,0,7,0,8,J
5,9,7,11,7,8,6.862333,8,4,5,6,10,3,8,6,10,Q
3,4,4,6,4,11,5,2,2,8,5,9,3,8,5,11,H
6,9.417771,6,8,4,5,11,9,3,7,4,8,3,8,6,11,R
3,2,3,4,3,6,9,4,4,9,8,4,4,10,3,7,P
6,10,9,9,10,8,6.513151,4,4,7,4,7,7,9,6,4,R
4,7,4,4.969089,2,4,7.148603,6,7,9,8,15,1,8,3,8,C
4,2,4,3,3,7,8,5,5,7,7,6,6,9,3,6,N
1,0,2,1,0,7,7,3,10,8,6,8,0,8,6,8,Z
6,10,5,6,2,5,10.094702,2,7,12,7,5,2,9,4,4,T
2,7,4,4,1,8,14,1,6,6,11,8,0,8,0,8,T
3,7,5,5,3,10,4,1,2,8,3,9,2,4,2,7,A
4,5,6,3,3,8,7,2,8,10,5,7,1,8,5,8,S
4,6.214317,5,4,3,6,11,3,5,13,6,4,2,10,2,7,F
3,3.279691,4,2,1,5,11,3,7,11,9,5,1,11,2,5,T
6,10,9,7,7,10,6,2,5,9,3,6,9,8,2,9,M
4,7.13426,6,5,4,6,10,2,5,13,7,5,2,10,2,7,F
4,5,6,3,3,7,7,1,9,10,6,8,2,8,3,7,X
0,0.858972,0,1,0,7,7,1,7,7,6,8,0,8,2,8,I
4,8,5,9,5,8,7,7,4,9,6,9,3,8,6,8,Q
4,7,5,7,3,8,7,8,6,6,7,9,3,8,5,9,Q
3,5,5,4,3,8,8,3,5,10,5,6,3,7,5,9,B
1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,I
5,5,6,6,3,7,6,15,0,7,8,8,3,8,0,8,H
5,8.279692,7,6,6,6,5,4,4,9,6,12,6,8,4,9,C
2,4,3,3,2,7,7.086776,5,7,7,6,9,2,8,5,10,E
3,5.951298,3,5,2,7,7,13,2,5,6,8,5,8,0,8,M
6,8.018488,9,6,5,5,8.491512,1,8,10,10,9,3,8,3,6,X
6,11,9,8,8,8,8,5,6,10,6,5,6,9,6,11,D
4,9.236597,6,7,2,10,5,4,7,15,3,9,0,7,0,8,J
4,6,6,4,4,9,10,5,5,6,5,7,3,8,6,5,Z
4,6,4,4,3,7,7,7,4,10,7,8,3,8,3,8,O
4,8,6,6,5,6,7.399345,5,4,7,6,9,5,8,6,10,P
3,8,4,6,2,7,7.365587,0,8,14,6,8,0,8,1,7,I
3,7,5,5,3,10,7,2.813238,6,10,2,7,3,7,4,10,R
3,8,6,6,3,11,2,2,2,9,2,9,3,7,3,9,A
3,7,5,5,2,8,7.639765,2,7,7,6,7,0,9,4,7,I
5,10.400898,7,8,7,7,6,4,4,6,7,8,4,8,1,8,U
2,4,4,3,2,9,6,4,6,10,4,6,2,8,3,8,D
5,5,6,8,4,5,10,9,3,7,5,8,3,8,6,11,R
3,7,5,5,6,8,6,5,2,7,6,8,8,9,5,10,O
2,3,2,2,2,7,7.569985,5,5,6,6,5,2,8,6,8,B
6,8,8,6,5,4,8.614931,4,9,11,10,9,2,9,4,5,E
1,0,1,1,0,5,7,7,1,7,6,11,2,8,2,11,K
4,6,4,4,3,7,6,9,7,7,7,7,2,8,8,9,B
2,6,4,4,3,7,7,5,6,7,6,5,3,8,3,7,D
6,9,9,7,7,8,6,2,6,10,6,9,3,8,4,7,H
4,6,5,4,5,5,7,4,5,7,6,9,5,11,3,8,C
1,4,3,3,1,9,4.608465,4,5,14,5,12,0,7,0,8,J
5,11,7,8,6,6,8,5,6,6,5,7,3,6,6,9,R
6,11,8,9,7,9,6.362166,1,8,11,4,9,4,7,6,10,E
4,6,7,4,3,9,6.978661,2,5,11,3,5,6,9,2,7,N
6,10,8,8,5,5,8,6,8,7,10,10,3,9,1,8,U
3,1,4,2,2,8,7,3,9,6,6,9,2,8,6,8,X
4,7,6,5,3,8,7.453893,4,1,7,8,8,8,9,0,8,W
2,6,3,4,2,3,7.532729,5,8,7,6,13,0,8,6,10,E
7,8.488196,7,7,3,2,11,5,6,13,13,7,2,11,2,6,Y
4,7.662111,5,6,2,7,7,4,15,9,6,8,0,8,8,8,Z
4,5,5,4,3,4,8,5,7,10,9,9,3,9,2,6,U
4,8,6,6,4,9,5,2,7,10,3,9,4,7,5,11,K
8,7,6,11,5,9,7,5,5,4,12,5,4,11,5,7,Y
4,7,5,5,3,8,7,12,1,6,9,8,8,6,0,8,M
5,9,6,7,6.732089,8,8,5,2,6,6,9,7,9,6,13,G
2,1,3,2,2,7,9,6,5,8,7,6,5,9,1,6,N
0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,I
5,10,6,8,5,5,8.909884,8,7,11,8,13,3,12,5,8,C
3,6.20276,5,5,1,7,8,4,3,7,13,8,3,9,0,8,V
3,4,5,3,3,8,6.709299,3,5,9,5,7,3,6,4,10,R
4,10,6,8,6,5,7.183922,3,7,6,6,10,4,7,7,11,K
1,0.16601,1,0,0,5,10,7,2,9,6,5,1,9,3,8,P
5,6,5,4,2,4,9,5,7,12,11,9,3,9,1,7,U
4,5.870139,5,4,2,5,11,2,8,11,9,5,1,11,2,4,T
4,11,5,8,4,5,8,8,6,10,8,13,3,12,5,8,C
4,9,6,8,6,6,7,4,4,7,6,10,5,9,9,11,C
4,8,4,6.728885,4,6,8,9,4,7,5,8,2,7,5,11,R
1,0,2,0,0,7,7,11,1,7,6,8,3,8,0,8,H
4,9,6,7,6,9,7,6,6,9,4,6,3,8,3,9,D
3,6,5,4,4,8,7.043809,7,4,7,7,6,3,6,5,8,Q
7,10,9,8,12,8,7.187574,5,4,8,6,8,7,8,15,10,S
5,7,7,5,5,7,7,2,6,10,6,8,3,8,3,7,H
7,10,5,5,2,7,7.261514,5,7,10,6,8,1,9,7,8,E
3,8,4,6,3.310772,7.828967,8,8,7,7,5,5,2,8,8,9,B
1,1,2,1,0,7,14,1,4,7,10,8,0,8,0,8,T
9,13,8,7,4,6,7,5,4,10,9,5,4,10,4,5,Y
5,9,7,6,4,7,7.545353,2,7,7,6,9,0,9,4,8,I
2,3,4,2,2,6,8,2,6,10,8,8,1,8,5,6,S
5,6,7,9,8,8,11,4,3,5,8,11,5,13,7,11,Q
6,8,8,6,5,10,8,2.931047,7,10,1,7,3,6,4,11,R
1,3,2,4,0,14,2.962406,6,4,13,2,10,0,7,0,8,J
2,3,4,2,2,9,6.755551,2,5,11,5,7,2,8,4,9,B
5,10,7,8,7,7,7.047324,6,7,7,6,8,6,8,4,8,H
2,6,3,4,1,3,7,7,2,7,6,11,3,8,2,11,K
7,10,7,8,4,4,8,6,8,10,10,9,3,9,2,5,U
4,5,5,5,5,9,7,2,4,8,5,7,3,8,7,8,X
2,7,3,4,1,6,14,0,6,8,11,8,0,8,0,8,T
4,8.751408,6,7,2,9,4,3,2,8,1,8,3,7,3,8,A
5,7,5,9,5,7,9,4,3,7,9,11,3,9,6,8,Q
2,8.941186,3,7,2,9,7,0,7,13,5,8,0,8,1,8,I
5,10.261564,7,8,9,7,6,7,4,7,5,8,6,10,7,8,M
3,6,4,4,2,10,11,2,2,5,12,8,1,11,0,8,Y
7,11,9,8,12,8,5,6,2,7,6,8,11,10,8,14,O
4,10,6,7,4,11,6,3,7,11,3,7,4,7,4,9,D
4,5.585124,5,4,3,8,7,8,5,7,6,8,2,8,3,8,O
5,9.068885,6,7,5,7,7,4,7,7,6,7,3,8,8,8,J
3,5,5,4,3,7,8,3,6,10,6,8,3,8,3,8,H
2,3,3,1,2,6,6,7,4,7,7,10,7,5,2,9,N
3,9,6,6,2,8,4,3,2,7,1,8,3,7,3,8,A
5,11,7,8,6,7,7,7,5,8,7,8,2,9,7,9,P
3,6,4,4,2,5,9,6,7,12,9,11,2,10,3,7,C
3,7,3,5,1,1,11,4,6,11,11,9,0,8,2,6,F
1,0,1,0,0,7,6,10,4,7,11,8,3,10,0,8,U
